emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,delinq_2y,months_since_last_delinq,total_credit_lines,account_never_delinq_percent,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,loan_status
nurse,10.0,OH,OWN,100000.0,Verified,7.7,0,48.0,17,88.2,home_improvement,individual,40000,36,9.43,1280.01,B,Current
,,AZ,MORTGAGE,48200.0,Verified,27.61,0,43.0,33,93.8,debt_consolidation,individual,1200,36,14.08,41.06,C,Current
solution architect,4.0,FL,MORTGAGE,166000.0,Source Verified,14.6,0,,24,100.0,credit_card,individual,30000,36,15.05,1040.7,C,Fully Paid
ux development manager,5.0,MI,MORTGAGE,90000.0,Not Verified,4.33,0,,21,100.0,debt_consolidation,joint,15000,60,9.92,318.12,B,Current
contract manager,10.0,GA,MORTGAGE,132000.0,Source Verified,16.4,0,,50,100.0,debt_consolidation,joint,23525,60,14.08,548.37,C,Current
head pressman,10.0,KY,OWN,42000.0,Verified,20.54,0,39.0,13,92.3,home_improvement,individual,20000,60,13.58,461.03,C,Current
office manager,7.0,FL,RENT,70000.0,Not Verified,28.58,0,,35,97.1,debt_consolidation,individual,17000,60,18.06,432.25,D,Current
irb coordinaor,10.0,TX,OWN,58544.0,Source Verified,21.6,0,,22,100.0,debt_consolidation,individual,30000,36,10.42,973.95,B,Current
owner,6.0,FL,MORTGAGE,50000.0,Not Verified,22.49,0,45.0,17,88.2,debt_consolidation,individual,2800,36,16.02,98.47,C,Current
laborer,1.0,NC,RENT,45000.0,Source Verified,15.44,0,,4,100.0,debt_consolidation,individual,10000,60,20.0,264.94,D,Current
customer service,6.0,OH,MORTGAGE,39000.0,Verified,12.92,0,51.0,13,84.6,credit_card,individual,12000,60,12.62,270.71,C,Current
carpenter,9.0,MO,MORTGAGE,57000.0,Not Verified,19.09,1,17.0,20,95.0,home_improvement,joint,25000,60,9.93,530.32,B,Current
teacher,5.0,MA,MORTGAGE,65000.0,Source Verified,25.96,1,5.0,25,76.0,debt_consolidation,individual,10000,36,18.45,363.79,D,Current
,,MS,OWN,43500.0,Source Verified,23.34,0,52.0,51,98.0,debt_consolidation,individual,3600,36,6.08,109.65,A,Current
surgical tech,2.0,FL,OWN,48000.0,Verified,10.45,0,,13,100.0,house,individual,1675,36,9.43,53.61,B,Current
coverage partner,10.0,TX,OWN,28000.0,Not Verified,29.66,0,,11,100.0,credit_card,individual,16000,36,10.42,519.44,B,Current
district hr mgr,10.0,CA,MORTGAGE,90000.0,Source Verified,32.37,0,,28,100.0,debt_consolidation,individual,8500,36,16.02,298.92,C,Current
admissions counselor,0.0,OH,MORTGAGE,35000.0,Not Verified,39.37,2,15.0,29,89.3,home_improvement,joint,20000,36,11.98,664.1,B,Current
foreman,4.0,LA,MORTGAGE,70000.0,Verified,13.0,0,33.0,13,84.6,other,individual,8000,36,19.42,294.95,D,Current
vice president,6.0,CA,RENT,140000.0,Not Verified,10.38,0,47.0,18,94.4,debt_consolidation,individual,30000,36,10.91,980.89,B,Current
driver,10.0,WV,RENT,27000.0,Source Verified,5.11,0,,5,100.0,house,individual,20000,60,21.45,546.15,D,In Grace Period
customer resolution manager ,10.0,NH,MORTGAGE,59000.0,Not Verified,50.47,0,58.0,35,87.9,debt_consolidation,joint,2500,36,25.81,100.48,E,Current
director of information services,10.0,NC,OWN,110100.0,Not Verified,25.71,0,,19,100.0,debt_consolidation,individual,40000,36,7.96,1252.72,A,Current
,,NY,MORTGAGE,52680.0,Verified,23.51,0,,31,100.0,debt_consolidation,joint,19950,60,30.17,647.54,F,Late (31-120 days)
financial advisor,2.0,LA,MORTGAGE,44668.0,Verified,49.78,0,,24,100.0,credit_card,joint,26250,36,12.62,879.67,C,Current
pilot,4.0,CT,MORTGAGE,258000.0,Verified,23.08,0,,41,100.0,debt_consolidation,individual,20000,36,10.91,653.93,B,Current
hotel manager,4.0,IN,OWN,90000.0,Source Verified,10.27,0,,15,100.0,debt_consolidation,individual,40000,60,11.99,889.58,B,Current
,10.0,MD,MORTGAGE,100000.0,Verified,18.4,2,11.0,10,70.0,debt_consolidation,individual,18000,36,7.97,563.81,A,Current
care giver,3.0,NY,OWN,25000.0,Not Verified,24.48,0,,5,100.0,debt_consolidation,individual,3000,36,7.34,93.1,A,Current
qc manager,10.0,RI,OWN,59000.0,Not Verified,13.05,0,35.0,14,64.3,credit_card,individual,10000,60,12.62,225.6,C,Current
strategic procurement sourcing mgr,2.0,MA,MORTGAGE,70000.0,Source Verified,11.64,0,,25,100.0,debt_consolidation,individual,5000,36,6.72,153.75,A,Current
line driver,1.0,UT,MORTGAGE,60000.0,Verified,29.72,0,,24,100.0,debt_consolidation,individual,15000,60,15.04,357.17,C,Current
owner,10.0,MS,OWN,50000.0,Not Verified,15.26,0,30.0,19,89.5,debt_consolidation,individual,9600,36,6.08,292.4,A,Current
plant manager,10.0,OH,RENT,80000.0,Source Verified,19.75,0,49.0,30,96.7,credit_card,individual,16000,60,11.98,355.75,B,Current
,,CA,RENT,125000.0,Source Verified,9.71,0,,9,100.0,small_business,individual,5000,36,12.61,167.54,C,Fully Paid
manager,10.0,CA,MORTGAGE,190000.0,Verified,39.12,1,9.0,43,97.7,debt_consolidation,individual,13850,60,21.45,378.21,D,Current
loader,5.0,WA,RENT,27000.0,Source Verified,15.44,1,15.0,15,93.3,other,individual,2000,36,10.42,64.93,B,Current
,,TX,OWN,26000.0,Not Verified,29.69,0,77.0,17,94.1,debt_consolidation,individual,12000,60,14.08,279.72,C,Current
parent partner,10.0,CA,RENT,72000.0,Source Verified,12.04,0,29.0,13,76.9,debt_consolidation,individual,11200,36,9.44,358.46,B,Current
software engineer,3.0,KS,RENT,61300.0,Not Verified,26.06,0,,24,100.0,debt_consolidation,individual,7200,36,10.41,233.72,B,Current
dist computer tech,4.0,TX,MORTGAGE,29000.0,Verified,24.63,0,,16,100.0,debt_consolidation,individual,7500,36,12.62,251.34,C,Current
operation manager,4.0,CA,RENT,71000.0,Verified,3.59,0,38.0,7,100.0,debt_consolidation,joint,10000,36,19.03,366.72,D,Current
rn,10.0,NY,MORTGAGE,65000.0,Source Verified,20.4,0,,60,100.0,debt_consolidation,joint,25000,60,9.44,524.32,B,Current
truck driver ,1.0,DE,RENT,32000.0,Not Verified,5.96,0,,9,100.0,credit_card,individual,5000,36,10.9,163.46,B,Current
police,9.0,NY,MORTGAGE,65000.0,Source Verified,27.68,0,45.0,37,89.2,debt_consolidation,joint,25000,60,24.85,731.59,E,Late (31-120 days)
rn,0.0,KY,RENT,48000.0,Source Verified,8.9,0,,10,100.0,debt_consolidation,individual,13200,36,9.44,422.47,B,Current
sales,6.0,NY,RENT,80000.0,Not Verified,25.7,0,,26,100.0,other,individual,1600,36,10.42,51.95,B,Current
associate auditor ,1.0,NJ,MORTGAGE,70000.0,Verified,22.92,0,35.0,45,97.7,home_improvement,joint,20000,60,14.07,466.1,C,Current
captain,10.0,NY,MORTGAGE,155000.0,Verified,4.44,0,,9,100.0,major_purchase,joint,40000,60,9.44,838.91,B,Current
house manager,0.0,NJ,RENT,60000.0,Source Verified,19.8,0,27.0,28,78.6,credit_card,individual,3200,36,12.61,107.23,C,Current
director of engineering,5.0,FL,MORTGAGE,115000.0,Not Verified,8.66,0,,30,100.0,debt_consolidation,individual,15000,36,6.08,456.88,A,Current
city carrier,10.0,CA,MORTGAGE,98000.0,Not Verified,18.35,0,80.0,33,93.8,credit_card,individual,18000,36,6.08,548.25,A,Current
registered nurse ,2.0,FL,RENT,50400.0,Verified,25.14,0,69.0,34,97.0,credit_card,individual,10000,60,16.02,243.29,C,Current
general manager,5.0,CA,RENT,105000.0,Not Verified,23.01,0,,20,100.0,other,individual,10000,36,15.04,346.85,C,Current
mc,2.0,MA,MORTGAGE,101000.0,Source Verified,8.69,1,21.0,27,96.3,credit_card,individual,10000,36,5.31,301.11,A,Current
sales and support generalist,3.0,NY,RENT,30000.0,Not Verified,30.84,0,,20,100.0,debt_consolidation,individual,8400,36,20.0,312.18,D,Current
shipping,4.0,MO,OWN,49000.0,Verified,27.53,0,,22,95.5,credit_card,individual,19000,60,20.39,507.52,D,Current
sr toll collector ,10.0,IL,MORTGAGE,67000.0,Not Verified,1.56,0,88.0,17,94.1,car,individual,9000,36,9.43,288.01,B,Current
owner,10.0,NJ,MORTGAGE,80000.0,Source Verified,34.01,0,75.0,41,98.0,credit_card,individual,15000,36,9.93,483.52,B,Current
employee,3.0,FL,MORTGAGE,55000.0,Verified,12.81,0,,9,100.0,other,individual,24450,60,12.62,551.57,C,Current
network administrator,1.0,FL,RENT,70000.0,Not Verified,15.21,0,,16,100.0,credit_card,individual,18000,60,13.59,415.02,C,Current
production,10.0,NC,OWN,70000.0,Not Verified,18.64,2,15.0,33,84.8,debt_consolidation,joint,11000,36,7.35,341.42,A,Current
kindergarten teacher,9.0,SC,MORTGAGE,48000.0,Source Verified,34.23,0,,25,100.0,debt_consolidation,individual,12000,60,10.9,260.32,B,Current
partner,10.0,KY,MORTGAGE,152000.0,Not Verified,12.67,0,35.0,29,93.1,debt_consolidation,individual,21000,60,9.93,445.47,B,Current
direct staff ,0.0,CA,RENT,15000.0,Not Verified,7.68,0,,4,100.0,debt_consolidation,individual,2000,36,10.91,65.4,B,Current
driver,10.0,MA,RENT,62000.0,Source Verified,11.37,0,,32,100.0,other,individual,8000,36,10.9,261.54,B,Current
teacher assistent,3.0,CA,RENT,60000.0,Source Verified,5.39,0,33.0,12,91.7,other,individual,21000,60,16.02,510.91,C,Late (16-30 days)
meat cutter,10.0,TN,MORTGAGE,28000.0,Source Verified,12.39,0,,15,100.0,car,individual,3000,36,20.0,111.5,D,Current
dentist,3.0,TX,RENT,150000.0,Source Verified,16.79,0,,58,100.0,debt_consolidation,individual,20000,60,24.85,585.27,E,Current
emergency medical technician,3.0,CA,RENT,38000.0,Not Verified,28.46,0,,17,100.0,debt_consolidation,individual,20000,60,28.72,631.44,F,Current
physician assistant,1.0,MI,MORTGAGE,140000.0,Not Verified,22.14,0,32.0,46,97.8,debt_consolidation,individual,18000,36,6.72,553.49,A,Current
relationship banker ,1.0,OH,MORTGAGE,36000.0,Verified,23.61,0,50.0,39,97.4,credit_card,individual,10000,60,14.08,233.1,C,Current
technician,10.0,GA,RENT,71000.0,Source Verified,12.33,0,70.0,10,88.9,other,individual,5000,36,9.93,161.18,B,Current
operation manager,10.0,GA,OWN,105000.0,Source Verified,10.03,0,72.0,47,95.7,debt_consolidation,individual,20000,60,12.62,451.19,C,Current
constituent services representative,10.0,TX,MORTGAGE,75000.0,Verified,18.87,0,,22,100.0,debt_consolidation,individual,40000,36,6.72,1229.97,A,Current
senior engineer,10.0,KS,MORTGAGE,98000.0,Verified,27.53,0,,44,100.0,credit_card,individual,29000,60,7.35,579.04,A,Current
,,PA,OWN,10320.0,Verified,77.67,0,,22,100.0,credit_card,joint,3000,36,10.91,98.09,B,Current
assistant parts manager,10.0,CA,RENT,45000.0,Verified,25.92,0,,9,100.0,car,individual,24000,60,16.02,583.89,C,Current
physical therapist,10.0,CA,MORTGAGE,106000.0,Verified,20.4,0,,33,91.0,credit_card,individual,20000,36,9.93,644.69,B,Current
,,CO,MORTGAGE,32000.0,Verified,29.11,0,,36,100.0,credit_card,individual,1500,36,18.06,54.28,D,Current
teacher/coach,9.0,TX,MORTGAGE,70000.0,Source Verified,24.76,1,6.0,26,88.5,debt_consolidation,joint,30000,36,9.93,967.03,B,Current
recruiter,10.0,MT,MORTGAGE,65000.0,Source Verified,38.46,0,36.0,20,95.0,home_improvement,joint,5000,36,17.09,178.49,D,Current
data analyst ii,1.0,CA,RENT,71000.0,Not Verified,9.11,0,,15,100.0,credit_card,individual,9550,36,7.35,296.41,A,Current
registered nurse ,0.0,TX,RENT,54000.0,Not Verified,5.41,0,,9,100.0,debt_consolidation,individual,10000,36,12.62,335.12,C,Current
office manager,2.0,FL,MORTGAGE,32000.0,Source Verified,37.21,1,23.0,24,87.5,debt_consolidation,joint,15000,36,9.93,483.52,B,Fully Paid
owner,10.0,TX,OWN,42000.0,Not Verified,32.8,4,11.0,24,70.8,debt_consolidation,individual,14400,36,21.85,548.83,D,Current
nuclear medicine ,4.0,TX,RENT,84000.0,Not Verified,18.46,2,,18,94.0,debt_consolidation,individual,15000,36,9.44,480.08,B,Current
teacher,9.0,MA,RENT,78000.0,Source Verified,22.97,0,39.0,15,86.7,debt_consolidation,individual,30000,60,10.9,650.78,B,Current
teacher,10.0,CA,MORTGAGE,71000.0,Verified,8.38,0,,23,100.0,credit_card,individual,20000,60,20.0,529.88,D,Current
gis analyst,2.0,SC,RENT,50000.0,Not Verified,32.8,0,55.0,30,86.7,major_purchase,individual,8000,36,13.59,271.84,C,Current
para transit specialist,10.0,DE,MORTGAGE,50000.0,Not Verified,30.91,0,,38,100.0,debt_consolidation,individual,14400,60,9.93,305.47,B,Current
firefighter ,10.0,TX,RENT,85000.0,Not Verified,12.48,0,,18,100.0,debt_consolidation,individual,24000,36,9.93,773.63,B,Current
legal asst,10.0,NY,MORTGAGE,45000.0,Verified,22.08,0,,32,100.0,debt_consolidation,individual,8500,36,7.96,266.21,A,Current
sr mech spec,10.0,TX,MORTGAGE,110000.0,Verified,20.77,0,26.0,26,96.2,debt_consolidation,individual,28000,36,21.45,1061.39,D,Current
plumber ,10.0,MI,MORTGAGE,70000.0,Verified,24.09,0,81.0,45,97.5,other,individual,16000,60,24.85,468.22,E,Current
aviation analyst ,5.0,AL,MORTGAGE,47000.0,Verified,56.92,0,,83,100.0,debt_consolidation,joint,9000,36,17.09,321.28,D,Current
cna,2.0,IN,OWN,60000.0,Not Verified,22.42,0,,35,100.0,credit_card,individual,12000,60,21.45,327.69,D,Current
cnc operator,10.0,IL,RENT,60000.0,Source Verified,19.18,0,,18,100.0,debt_consolidation,individual,24000,60,11.99,533.75,B,Current
technology consultant iv,6.0,TX,MORTGAGE,104000.0,Verified,33.34,0,,27,100.0,home_improvement,individual,28000,36,13.58,951.28,C,Current
development,3.0,CA,RENT,63000.0,Source Verified,27.05,0,,17,100.0,credit_card,joint,8000,36,19.03,293.37,D,Current
zone manager,3.0,IL,MORTGAGE,120000.0,Source Verified,9.88,0,38.0,29,96.6,debt_consolidation,individual,28000,36,7.97,877.04,A,Current
pension ananlyst,10.0,MD,OWN,90000.0,Not Verified,21.07,2,15.0,46,91.3,debt_consolidation,individual,13000,36,7.35,403.49,A,Current
,,PA,MORTGAGE,37000.0,Verified,36.2,0,,13,100.0,credit_card,individual,5575,36,22.91,215.55,E,Current
owner,10.0,OH,MORTGAGE,150000.0,Not Verified,12.55,0,,22,100.0,major_purchase,individual,8000,36,9.93,257.88,B,Current
registered nurse ,10.0,NY,OWN,100000.0,Not Verified,37.42,0,,45,100.0,debt_consolidation,individual,27000,36,6.71,830.11,A,Current
director of pupil services,5.0,OH,MORTGAGE,84000.0,Source Verified,13.84,0,,17,100.0,major_purchase,joint,15000,36,6.07,456.81,A,Current
factory,10.0,TX,MORTGAGE,55000.0,Verified,23.15,0,,45,100.0,debt_consolidation,individual,40000,60,10.42,858.18,B,Current
,,PA,MORTGAGE,46800.0,Not Verified,32.41,0,44.0,35,82.9,debt_consolidation,individual,6000,36,12.61,201.04,C,Current
truck driver,3.0,CA,RENT,49000.0,Source Verified,28.02,0,,15,100.0,debt_consolidation,individual,11000,60,16.01,267.56,C,Current
flight medic,5.0,PA,MORTGAGE,160000.0,Not Verified,12.98,0,43.0,36,97.2,debt_consolidation,individual,12000,36,6.07,365.45,A,Current
financial analyst,10.0,MA,MORTGAGE,84000.0,Not Verified,10.43,0,,18,100.0,credit_card,individual,6500,36,6.08,197.98,A,Current
software engineer,7.0,WA,RENT,90000.0,Source Verified,21.41,0,,20,100.0,debt_consolidation,individual,20000,60,15.05,476.33,C,Current
administrative assistant ,0.0,FL,RENT,32000.0,Not Verified,22.51,0,,11,91.0,debt_consolidation,individual,2500,36,7.96,78.3,A,Current
it student supervisor,6.0,CO,MORTGAGE,56309.0,Not Verified,6.91,0,,31,100.0,debt_consolidation,individual,24000,60,15.04,571.47,C,Current
supply specialist ,10.0,TX,MORTGAGE,90000.0,Source Verified,18.7,0,59.0,16,75.0,house,individual,10000,36,6.08,304.59,A,Current
hospitality services manager,1.0,CA,RENT,46000.0,Verified,33.81,0,,37,100.0,debt_consolidation,joint,20000,60,14.08,466.2,C,Current
physician assistant,1.0,MN,RENT,115000.0,Source Verified,22.37,0,26.0,42,97.6,debt_consolidation,individual,11000,36,11.99,365.31,B,Current
housekeeper,1.0,FL,RENT,25000.0,Source Verified,16.47,0,,19,70.6,debt_consolidation,individual,8000,36,10.9,261.54,B,Current
driver,10.0,CA,RENT,90000.0,Source Verified,17.17,0,36.0,30,90.0,debt_consolidation,individual,7800,36,13.58,265.0,C,Current
owner,5.0,CA,RENT,45000.0,Source Verified,1.07,0,,6,100.0,home_improvement,joint,9000,36,10.91,294.27,B,Current
owner/operator,7.0,MO,OWN,80000.0,Source Verified,20.69,0,,25,100.0,other,individual,30000,36,9.93,967.03,B,Current
senior assistant manager ,2.0,IL,OWN,25252.0,Verified,35.5,0,,18,100.0,debt_consolidation,individual,8000,36,19.03,293.37,D,Current
regional sales manager,10.0,SC,RENT,51000.0,Source Verified,10.89,0,55.0,12,91.7,debt_consolidation,individual,10000,36,10.41,324.61,B,Current
owner,10.0,TX,MORTGAGE,50000.0,Not Verified,10.06,3,13.0,23,72.7,credit_card,individual,12000,36,9.43,384.01,B,Current
,,PA,RENT,18000.0,Source Verified,30.67,0,34.0,17,94.1,credit_card,individual,7000,36,18.06,253.28,D,Late (16-30 days)
partner,10.0,CA,RENT,150000.0,Not Verified,19.92,0,,16,100.0,credit_card,individual,20000,36,12.62,670.23,C,Current
director of marketing,2.0,CA,RENT,115000.0,Not Verified,15.59,0,,14,100.0,credit_card,individual,25000,60,12.62,563.98,C,Current
sales,3.0,ND,MORTGAGE,104000.0,Not Verified,13.14,0,79.0,22,88.2,credit_card,individual,9000,36,14.08,307.95,C,Current
forge fabrucator,4.0,MI,OWN,63000.0,Not Verified,15.12,0,,29,100.0,credit_card,individual,6000,36,6.71,184.47,A,Current
chef,2.0,CA,RENT,40000.0,Not Verified,21.42,1,22.0,18,88.9,home_improvement,joint,25600,60,14.08,596.73,C,Current
asst teacher,10.0,CA,RENT,35000.0,Source Verified,22.98,0,27.0,18,94.4,debt_consolidation,individual,11000,36,11.99,365.31,B,Current
driver,3.0,CT,RENT,94000.0,Verified,9.26,0,,8,100.0,debt_consolidation,individual,30000,60,21.45,819.22,D,Current
chief operations officer,5.0,AL,MORTGAGE,135000.0,Not Verified,27.11,0,,23,95.7,major_purchase,individual,3500,36,16.01,123.07,C,Current
customer service rep,2.0,NY,RENT,30000.0,Verified,2.0,0,,3,100.0,moving,individual,12000,36,6.71,368.94,A,Current
,,CA,OWN,40000.0,Not Verified,18.36,0,,18,100.0,home_improvement,individual,25000,36,12.61,837.67,C,Current
assistant store manager,10.0,FL,MORTGAGE,57000.0,Not Verified,8.84,0,,10,100.0,debt_consolidation,individual,10000,60,13.58,230.52,C,Current
registered nurse / director of nursing,8.0,NY,OWN,72000.0,Not Verified,13.88,0,,51,100.0,debt_consolidation,individual,16000,60,7.35,319.47,A,Current
owner ,10.0,CA,OWN,100000.0,Source Verified,28.99,1,22.0,27,96.3,other,individual,3000,36,17.47,107.67,D,Current
senior loan officer,1.0,CA,RENT,550000.0,Verified,4.14,0,44.0,12,91.7,debt_consolidation,individual,30000,36,21.45,1137.2,D,Current
,,LA,OWN,15000.0,Not Verified,25.46,0,55.0,32,93.5,other,individual,7200,36,11.98,239.08,B,Current
operations manager,6.0,NV,RENT,62400.0,Verified,16.44,0,,14,100.0,credit_card,individual,12000,36,15.05,416.28,C,Current
sandwich maker,1.0,IL,RENT,12000.0,Source Verified,10.13,0,,2,100.0,other,individual,1000,36,11.98,33.21,B,Current
title clerk,10.0,GA,MORTGAGE,42996.0,Source Verified,4.19,2,22.0,10,80.0,other,individual,7200,36,6.72,221.4,A,Current
owner ,10.0,PA,MORTGAGE,180000.0,Source Verified,7.81,4,3.0,33,92.9,debt_consolidation,individual,32000,60,15.05,762.12,C,Current
coordinator of fire services,7.0,TX,MORTGAGE,60000.0,Verified,27.78,0,71.0,19,94.4,debt_consolidation,joint,16000,60,20.39,427.39,D,Current
logistics ,4.0,CA,RENT,70000.0,Source Verified,16.36,0,,14,100.0,renewable_energy,individual,5000,36,16.02,175.84,C,Current
teacher,9.0,KS,MORTGAGE,49343.0,Verified,28.77,0,,50,100.0,credit_card,joint,40000,36,5.32,1204.6,A,Current
regional manager,6.0,PA,RENT,135000.0,Source Verified,12.58,0,59.0,27,96.3,other,individual,40000,60,7.35,798.67,A,Current
welder,10.0,LA,MORTGAGE,50220.0,Verified,36.6,0,,21,100.0,credit_card,joint,35000,36,10.42,1136.27,B,Current
sales,0.0,TX,RENT,77000.0,Source Verified,13.28,0,50.0,8,87.5,major_purchase,individual,5000,36,16.02,175.84,C,Current
technician,4.0,VA,RENT,50000.0,Source Verified,6.34,0,,11,100.0,moving,individual,1800,36,6.07,54.82,A,Current
,,GA,RENT,16356.0,Verified,16.07,0,,4,100.0,major_purchase,individual,5000,36,19.03,183.36,D,Current
director of finance,4.0,TX,RENT,137500.0,Not Verified,9.1,0,,14,100.0,credit_card,individual,35000,36,6.71,1076.07,A,Current
parts counter,10.0,CO,MORTGAGE,42000.0,Not Verified,35.2,0,,10,100.0,credit_card,individual,8000,36,6.72,246.0,A,Current
engineer,8.0,MA,OWN,100000.0,Source Verified,10.42,2,14.0,11,36.4,house,individual,6025,36,18.45,219.19,D,Current
talent development consultant,9.0,IL,MORTGAGE,106300.0,Verified,21.74,0,54.0,31,90.3,debt_consolidation,joint,38375,60,16.02,933.62,C,Current
hs teacher/ college professor,10.0,FL,MORTGAGE,50000.0,Not Verified,12.79,0,,26,100.0,credit_card,individual,5000,36,9.44,160.03,B,Current
cashier,1.0,TN,RENT,29982.0,Not Verified,30.9,0,71.0,17,94.1,debt_consolidation,individual,4000,36,22.91,154.66,E,Current
corrections officer,2.0,NY,RENT,50000.0,Not Verified,9.15,0,,12,100.0,debt_consolidation,individual,6500,36,6.08,197.98,A,Current
warehouse associate ,10.0,RI,MORTGAGE,75000.0,Not Verified,16.5,0,,35,100.0,credit_card,individual,5000,36,9.92,161.15,B,Current
fire captain,10.0,NV,MORTGAGE,120000.0,Verified,36.15,0,,36,100.0,credit_card,individual,30000,36,12.62,1005.34,C,Current
engineer,10.0,AL,MORTGAGE,100000.0,Not Verified,22.0,0,40.0,39,97.4,debt_consolidation,individual,20800,60,12.62,469.23,C,Current
electrician,2.0,PA,MORTGAGE,66872.0,Not Verified,18.09,0,,11,100.0,credit_card,individual,9000,36,21.45,341.16,D,Current
mechanic,8.0,CA,OWN,75000.0,Not Verified,16.02,0,,23,100.0,vacation,individual,1500,36,6.08,45.69,A,Current
